Company,Current_Rater,Instrument_Type,Rating,Date,Urgency,Sector,INC_Status,Status,Why_Target,ACER_Pitch,Source
B W D A Finance Ltd.,IND-RA,Term loans,BBB-,2025-03-09,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
D C B Bank Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA-,2025-03-07,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Aptus Value Housing Finance India Ltd.,CARE,Bank Guarantee,AA,2025-03-07,HIGH,BFSI,Active,Upgraded,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Yes Bank Ltd.,CARE,Debentures / Bonds / notes / bills,AA-,2025-03-07,HIGH,BFSI,Active,Upgraded,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Bank Of Maharashtra,CARE,Debentures / Bonds / notes / bills,AA+,2025-03-07,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Supra Pacific Financial Services Limited (SPFSL,Infomerics,Long Term Fund  Based Facility - Proposed Term  Loans,IVR BBB- (Assigned),2025-03-07,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
G I C Housing Finance Ltd.,CRISIL,Long term Loans,AA+,2025-03-07,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Punjab and Sind Bank (PSB),Infomerics,BASEL III Complaint Tier II Bonds,IVR AA (Reaffirmed),2025-03-03,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Kalanjiam Development Financial Services,Infomerics,Long Term Bank Facilities - Overdraft,IVR BB- (Assigned),2025-02-25,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Stree Nidhi Credit Co-operative Federation Limited (Telangana),Infomerics,Long Term Fund Based Facility - Proposed CC/OD,IVR A (Reaffirmed),2025-02-12,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Eclear Leasing & Finance Pvt. Ltd.,CARE,Term loans,BBB,2025-02-12,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Kanakadurga Finance Ltd.,CARE,Term loans,BBB,2025-02-09,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Esaf Small Finance Bank Ltd.,CARE,Debentures / Bonds / notes / bills,A-,2025-02-09,HIGH,BFSI,Active,Downgraded,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
I D B I Bank Ltd.,CARE,Debentures / Bonds / notes / bills,AA,2025-02-09,HIGH,BFSI,Active,Withdrawn,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Aadhar Housing Finance Ltd.,IND-RA,Term loans,AA,2025-02-09,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Wonder Home Finance Ltd.,CARE,Term loans,A,2025-02-09,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Five-Star Business Finance Ltd.,ICRA,Term loans,AA-,2025-02-09,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Save Microfinance Pvt. Ltd.,CARE,Debentures / Bonds / notes / bills,PP-MLD BBB-,2025-02-07,HIGH,BFSI,Active,Withdrawn,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Kissandhan Agri Financial Services Pvt. Ltd.,CARE,Non-government debt,BBB/A3,2025-02-07,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
India Shelter Finance Corpn. Ltd.,CARE,Term loans,AA-,2025-02-07,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Infina Finance Pvt. Ltd.,ICRA,Non-government debt,AA+/A1+,2025-02-06,HIGH,BFSI,Active,Initial Rating,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Vanchinad Finance Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-02-05,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
LKP Finance Limited,Infomerics,Fund based - long term bank facilities - Cash Credit,IVR BB+ (Downgraded)(Withdrawn),2025-01-29,HIGH,BFSI,Active,Negative,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
A U Small Finance Bank Ltd.,CARE,Debentures / Bonds / notes / bills,AA,2025-01-12,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Tata Capital Housing Finance Ltd.,ICRA,Debentures / Bonds / notes / bills,AAA,2025-01-10,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Svatantra Micro Housing Finance Corpn. Ltd.,CARE,Term loans,AA-,2025-01-10,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Satya Micro Housing Finance Pvt. Ltd.,ICRA,Fund based financial facility/instrument,BBB-,2025-01-09,HIGH,BFSI,Active,Downgraded,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Centrum Housing Finance Ltd.,CARE,Term loans,A-,2025-01-09,HIGH,BFSI,Active,Rating Watch,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Dayanidhi Solar Power Pvt. Ltd.,CRISIL,Term loans,A-,2025-01-09,HIGH,BFSI,Active,Initial Rating,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Anik Financial Services Pvt. Ltd.,ACUITE,Long term Loans,BB,2025-01-09,HIGH,BFSI,Active,Withdrawn,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Dhanlaxmi Bank Ltd.,CARE,Debentures / Bonds / notes / bills,BB+,2025-01-07,HIGH,BFSI,Active,Withdrawn,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
D C B Bank Ltd.,CARE,Debentures / Bonds / notes / bills,AA-,2025-01-07,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Godrej Housing Finance Ltd.,CARE,Non-government debt,AA+/A1+,2025-01-07,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
National Housing Bank,ACUITE,Debentures / Bonds / notes / bills,AAA,2025-01-07,HIGH,BFSI,Active,Initial Rating,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Altum Credo Home Finance Pvt. Ltd.,CARE,Fund based financial facility/instrument,BBB+,2025-01-07,HIGH,BFSI,Active,Reaffirmed,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Spandana Sphoorty Financial Ltd.,CRISIL,Term loans,BBB+,2025-01-07,HIGH,BFSI,Active,Downgraded,Rating overdue — annual review past due.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Maanaveeya Development & Finance Private Limited,Infomerics,Long Term Bank Facilities - Term Loan,IVR A (Assigned),2024-12-24,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
IFL Housing Finance Limited,Infomerics,Long-Term Bank Facilities,IVR BB (INC) (Downgraded),2024-12-09,HIGH,BFSI,INC,Negative,INC status at Infomerics — BFSI company needs new rating agency.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Agriwise Finserv Limited (Erstwhile StarAgri Finance Limited),Infomerics,Long Term Bank Facilities,Withdrawn,2024-11-28,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
ACAIPL Investment and Financial Services Private Limited,Infomerics,Proposed Bank Facilities,IVR BBB (Assigned),2024-11-22,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Paisabuddy Finance Private Limited,Infomerics,Long Term Fund Based Facilities,IVR BBB- (Reaffirmed and withdrawn),2024-09-18,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Fintree Finance Private Limited,Infomerics,Long Term - Series A1 PTCs,Withdrawn,2024-05-22,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Save Housing Finance Limited (erstwhile New Habitat Housing Finance and Development Limited),Infomerics,Long Term Bank Facilities,IVR BBB- (Reaffirmed and Withdrawn),2024-03-26,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
RBA Finance Private Limited,Infomerics,Proposed Long Term Fund Based Limit - Cash Credit,"IVR BB+ (Upgraded, removed from INC category and simultaneously Withdrawn)",2024-03-07,HIGH,BFSI,INC,Stable,INC status at Infomerics — BFSI company needs new rating agency.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Platinum Finleasing & Infra Development Private Limited,Infomerics,Long Term Bank Facilities (LRD),Withdrawn,2023-11-07,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Nalin Lease Finance Limited (NLFL),Infomerics,Long term fund-based Bank facility - Proposed Dropline Overdraft,Withdrawn,2023-10-11,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Bhanix Finance and Investment Limited,Infomerics,Non Convertible Debentures (NCDs) (INE08X507053),Withdrawn,2023-07-19,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Indiabulls Rural Finance Private Limited,Infomerics,Non - Convertible Debentures (NCDs) (INE06DK07016),Withdrawn,2023-07-19,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Mangal Credit & Fincorp Limited (MCFL),Infomerics,Proposed Long term fund based bank facilities,Withdrawn,2023-07-14,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Humana Financial Services Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ ( Reaffirmed and  withdrawn),2023-02-06,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Vector Finance Private Limited,Infomerics,Long Term Bank Facilities,Withdrawn,2023-01-25,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Indian School Finance Company Private Limited,Infomerics,Proposed Non Convertible Debentures,Withdrawn,2023-01-23,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Habitat Micro Build India Housing Finance Company Private Limited,Infomerics,Proposed Long Term Fund Based Bank Facility - Term Loan,IVR BB+ (Reaffirmed & Withdrawn),2022-09-01,HIGH,BFSI,Active,Negative,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Sai Point Finance Corporation Limited,Infomerics,Long Term Fund Based Limits - Cash Credit,IVR BB (INC)(Withdrawn),2021-11-25,HIGH,BFSI,INC,Nil,INC status at Infomerics — BFSI company needs new rating agency.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Unimoni Financial Services Limited,Infomerics,Short Term Non Fund Facility Treasury Limit,,2021-04-30,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Easy Home Finance Limited (EHFL),Infomerics,Proposed Bank Facilities,IVR BBB- (Withdrawn),2020-08-07,HIGH,BFSI,Active,Credit Watch with Developing Implications,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
"Radiant Life Care Private Limited (formerly, Halcyon Finance & Capital Advisors Pvt. Ltd.)",Infomerics,Long Term Loans,IVR A- (Withdrawn),2020-05-12,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Indiabulls Liquid Fund and Indiabulls Short Term Fund (Indiabulls Asset Management Company Limited),Infomerics,Indiabulls Liquid Fund,IVR AAAmfs (Withdrawn),2019-01-10,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Nidhi Textiles,Infomerics,Long Term Fund Based Limits,IVR BB- (Reaffirmed and Withdrawn),2018-12-11,HIGH,BFSI,Active,Stable,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Kotak Mahindra Mutual Fund,Infomerics,Kotak FMP Series 236 (Mutual Fund),IVR A1+mfs (Withdrawn,2018-08-06,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
Indiabulls Mutual Fund,Infomerics,Indiabulls Short Term Fund,IVR AA+mfs (Downgraded from IVR AAAmfs),2018-06-22,HIGH,BFSI,Active,Nil,Rating overdue — regulatory renewal window.,Infomerics-rated BFSI entity. ACER offers SEBI/RBI-recognized rating with faster delivery.,infomerics
